trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Fixation.started,key_resp.started,Fixation.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,tilt,participant,session,date,expName,psychopyVersion,frameRate
43,0,43,0,86.9177901,87.9183334,87.9183334,up,1,0.5755673,None,0,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
44,0,44,0,88.5182526,89.5185615,89.5185615,down,0,0.598975,None,0,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
45,0,45,0,90.1352802,91.1355101,91.1355101,up,1,0.9469775,None,0,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
46,0,46,0,92.1027086,93.1029289,93.1029289,down,1,0.7993878,None,-2,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
47,0,47,0,93.9197038,94.9200456,94.9200456,up,1,0.6058526,None,0,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
48,0,48,0,95.5534749,96.5539271,96.5539271,down,1,0.5599388,None,-3,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
49,0,49,0,97.1372043,98.1375518,98.1375518,up,0,0.5343616,None,-2,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
50,0,50,0,98.7044415,99.7046462,99.7046462,down,1,0.5501306,None,-4,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
51,0,51,0,100.2714568,101.2718945,101.2718945,down,1,0.8733598,None,-5,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
52,0,52,0,102.1720038,103.1723001,103.1723001,down,1,0.8376856,None,-3,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
53,0,53,0,104.0392399,105.03943,105.03943,up,1,0.5027656,None,0,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
54,0,54,0,105.5729983,106.5732616,106.5732616,up,1,0.8312444,None,0,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
55,0,55,0,107.423404,108.4237666,108.4237666,down,1,0.7232244,None,-5,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
56,0,56,0,109.173917,110.1742847,110.1742847,up,0,0.8166203,None,-4,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
57,0,57,0,111.0078091,112.0081786,112.0081786,up,1,0.7463208,None,0,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
58,0,58,0,112.7749465,113.7751768,113.7751768,up,1,1.0914522,None,0,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
59,0,59,0,114.8920768,115.8923364,115.8923364,up,1,0.7926369,None,0,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
60,0,60,0,116.7093993,117.7096146,117.7096146,down,1,0.5334101,None,-5,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
61,0,61,0,118.2596042,119.2600889,119.2600889,up,1,0.7476336,None,0,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
62,0,62,0,120.026796,121.0272219,121.0272219,down,1,0.6638895,None,-4,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
63,0,63,0,121.7105774,122.7111166,122.7111166,down,1,0.8893967,None,-3,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
64,0,64,0,123.6278761,124.6281066,124.6281066,down,0,0.6312975,None,0,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
65,0,65,0,125.2782228,126.2784897,126.2784897,down,1,0.568465,None,-3,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
66,0,66,0,126.8786752,127.8789667,127.8789667,up,1,0.6980669,None,0,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
67,0,67,0,128.5959981,129.5961641,129.5961641,down,1,0.6180314,None,-3,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
68,0,68,0,130.2462403,131.2464422,131.2464422,up,0,0.7581647,None,-2,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
69,0,69,0,132.0301842,133.0303977,133.0303977,down,0,0.7432291,None,0,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
70,0,70,0,133.7972695,134.7975366,134.7975366,down,1,0.6646041,None,-2,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
71,0,71,0,135.4810864,136.4813701,136.4813701,up,1,0.6184679,None,0,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
72,0,72,0,137.1314903,138.1318351,138.1318351,up,1,0.5512737,None,0,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
73,0,73,0,138.7153125,139.7157232,139.7157232,up,1,0.5503739,None,0,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
74,0,74,0,140.2823728,141.2825549,141.2825549,up,0,0.6121676,None,-2,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
75,0,75,0,141.9160923,142.9163942,142.9163942,up,1,0.5120058,None,0,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
76,0,76,0,143.4498204,144.4501068,144.4501068,down,1,0.747222,None,-5,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
77,0,77,0,145.216993,146.2172547,146.2172547,up,0,0.5336493,None,-3,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
78,0,78,0,146.7674289,147.7677817,147.7677817,up,1,0.8078231,None,0,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
79,0,79,0,148.601089,149.601478,149.601478,down,1,0.6567785,None,-2,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
80,0,80,0,150.284991,151.2854671,151.2854671,up,0,0.635985,None,-5,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
81,0,81,0,151.9520683,152.9524379,152.9524379,down,0,0.6680321,None,0,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
82,0,82,0,153.6525717,154.6527822,154.6527822,down,0,1.0184208,None,0,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
83,0,83,0,155.7031807,156.7035665,156.7035665,up,0,0.6050301,None,-4,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
84,0,84,0,157.3368785,158.3372629,158.3372629,down,1,0.7570896,None,-5,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
85,0,85,0,159.1208309,160.1210678,160.1210678,up,0,0.9024355,None,-2,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
86,0,86,0,161.0546049,162.0549653,162.0549653,up,1,0.9100636,None,0,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
87,0,87,0,162.9884201,163.9888275,163.9888275,up,1,0.644768,None,0,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
88,0,88,0,164.6554973,165.6559393,165.6559393,up,1,0.5606288,None,0,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
89,0,89,0,166.2395061,167.2396798,167.2396798,up,1,0.7956855,None,0,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
90,0,90,0,168.0563776,169.0568977,169.0568977,down,1,0.6291305,None,-5,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
91,0,91,0,169.7068951,170.7072031,170.7072031,up,1,0.6511611,None,0,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
92,0,92,0,171.3910828,172.3910954,172.3910954,up,1,0.6422396,None,0,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
93,0,93,0,173.0578053,174.0580343,174.0580343,up,0,0.5032457,None,-2,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
94,0,94,0,174.5918212,175.5918905,175.5918905,up,1,0.7882377,None,0,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
95,0,95,0,176.4087177,177.409041,177.409041,down,0,0.4335586,None,0,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
96,0,96,0,177.8590007,178.8593954,178.8593954,down,1,1.0602386,None,-2,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
97,0,97,0,179.9431752,180.9435128,180.9435128,down,1,0.6188804,None,-5,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
98,0,98,0,181.5935897,182.5939971,182.5939971,up,1,0.5773464,None,0,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
99,0,99,0,183.1939065,184.1942219,184.1942219,down,1,0.8771723,None,-2,794647,1,2023-09-08_13h04.56.086,orientationdisctimination,2023.1.3,60.09889873
